,ID,Conversation.ID,Text,Movie.Title,Movie.ID,Release.Year,Genre,Formal/Informal
45728,45728,L244746,"Well, I'm saying this, Shel: usually I take the contracts to the bank.  Last night I didn't.  How did you know that?  One night in a year I left a contract on my desk. Nobody knew that but you.  Now how did you know that?  You want to talk to me, you want to talk to someone else...because this is my job.  This is my job on the line, and you are going to talk to me.  Now how did you know that contract was on my desk?, You're so full of shit., You robbed the office., Sure!  I robbed the office.  Sure., What'd you do with the leads?  You want to go in there?  I tell him what I know, he's going to dig up something...You got an alibi last night?  You better have one. What did you do with the leads?  If you tell me what you did with the leads, we can talk., I don't know what you are saying., If you tell me where the leads are, I won't turn you in.  If you don't, I am going to tell the cop you stole them, Mitch and Murray will see that you go to jail.  Believe me they will.  Now, what did you do with the leads?  I'm walking in that door--you have five seconds to tell me: or you are going to jail., I..., ",glengarry glen ross,m368,1992,['drama'],formal
45890,45890,L245233,"I've prepared this; have had it for over a month.  It won't explain everything; but indicates where I will be, so in a sense, it is my life.  Also, there are three tasks that must be executed immediately.  Pop would have given those to Luca -- You knew Pop as well as anyone, act as though you were him.  It discusses Kay as well; that will be the most difficult.  The men who tried to kill me tonight, will never leave the estate., Will we...be able to get who ordered it out of them?, I don't think so.  Unless I'm very wrong...they're already dead. Killed by someone inside...very frightened that they botched it. That's why I am going to disappear in a few minutes, and leave everything to you., But if you're wrong..., If I'm wrong..., ",the godfather: part ii,m369,1974,"['crime', 'drama', 'thriller']",formal
46901,46901,L258778,"Is there anything you need? I'm going food-shopping., Well, I am going to go after lunch., No, no, I'll go -- just give me a list., ",the horse whisperer,m376,1998,"['drama', 'romance', 'western']",formal
48423,48423,L289326,"I am going to do you a great favor.  I am going to take you with us to Gitarama., I do not want to go to Gitarama, General., You cannot go back to the hotel. The crazy men are going there now. Better to come with me., ",hotel rwanda,m390,2004,"['adventure', 'drama', 'history', 'thriller', 'war']",formal
49173,49173,L296904,"What?, Jesus, Benjamin, you're still as gullible as ever., That was a joke? You don't tell jokes., I thought I'd start trying. If you don't mind. But I am going to Florida and I do have a new nurse., ",the ice storm,m397,1997,['drama'],formal
51926,51926,L351890,"Can't you pull that stocking down further, Kenny?, It just cost me fifty quid to have this done.  If you think I am going to ruin it for a couple of old bastards you're mistaken, Kenny., ","lock, stock and two smoking barrels",m422,1998,"['crime', 'thriller']",formal
51948,51948,L352313,"I hope this is the right move., It's either that, my old boy's place, and we lose a digit daily. I am going to call him., ","lock, stock and two smoking barrels",m422,1998,"['crime', 'thriller']",formal
51950,51950,L352169,"No I fucking don't! You can't make a cup of tea, Edward., Why not? The whole of the British Empire was built on cups of tea., And look what happened to that., If you think I am going to war without one, you're mistaken, mate., ","lock, stock and two smoking barrels",m422,1998,"['crime', 'thriller']",formal
53947,53947,L383346,"Hey -- whatsa matter?, I'm wet., You're what?, I wet my pants! My seat's all wet., Hell, don't cry about it!, Here I am going to Florida and my leg hurts, my butt hurts, my chest hurts, my face hurts, and like that ain't enough, I gotta pee all over myself., ",midnight cowboy,m438,1969,['drama'],formal
54319,54319,L388559,"Sorry, Ethan.  I don't quite know where to begin.  Any suggestions?, You'd like me to conduct my own debriefing., Why not?  You've done just about everything else on this operation., I'd thank you -- but I'm not sure that was a compliment., Of course it was.  Anyone whose operations requires the level of disinformation that yours do, is bound to get a little flak here and there.  You try flogging the stories on CNN I've had to come up with about what's been going on around here the last few days.  At any rate, it's been most instructive -- what they'll swallow, or what they'll broadcast with a straight face.  Miss Hall's blood, it appears, has absolutely no elements of the Chimera virus.  Not even antibodies., Yes, I gathered as much., And the only other remaining sample was in the canister you recover from Ambrose., Yes., And that appears to have been destroyed. It also contained the anti-virus, Bellerophon., Well, Bellerophon, it turns out, was only really effective against Chimera., But you were under specific instructions to bring back a living sample of the Chimera virus.  I'd be very interested to know how, after you'd managed its recovery intact, it subsequently got destroyed., By fire.  That's the best way, really., ",mission: impossible ii,m442,2000,"['action', 'adventure', 'thriller']",formal
56332,56332,L422936,"I mean I loved you -- you were terribly funny.  But all that kissing my ears..., Oh no -- this is just getting worse. I am going to find myself, 30 years from now, still on this couch., Do you want to stay?, Why not -- all that awaits me at home is a masturbating Welshman., ",notting hill,m462,1999,"['comedy', 'romance']",formal
58945,58945,L460399,"See, son? The paint is flaked off here, freshly. Look at it, Brother, there is no question about it. Some person or persons unknown have very recently tampered with this ladder., Well... maybe..., And there's only one reason anybody would want this ladder -- to get up into Rose's bedroom in the dark of night! I am going to chain up this ladder and padlock it! -- and that is not all I am going to do!, ",rambling rose,m487,1991,['drama'],formal
59003,59003,L460407,"She hasn't actually done anything..., Just a moment, dear.  We can't have it, Rose. Can you behave yourself -- or not? That is the question, to behave or not to behave, to suffer the slings and arrows of outrageous chastity and keep your skirt down or to hoist it in the light of the moon and make whoopee -- that is the coil shuffling question.  If you can't behave I am going to fire you and I say it in front of you and Mrs. Hillyer and I mean it. I point my rigid finger right at your nose, Rose, and I stare unwaveringly into your big blue eyes and I tell you... this is a final warning. Do you hear me?, ",rambling rose,m487,1991,['drama'],formal
61947,61947,L500021,"Look, it's a fairly straightforward question. You're either divorced or you're not., OK, I'm going to play you just a few seconds of this tape -- I'd like you to name the song, the lead singer and the three hit singles subsequently recorded by him with another band., ",shallow grave,m512,1994,"['comedy', 'crime', 'drama', 'thriller']",formal
66470,66470,L565236,"Avidly.  He was staring., Staring.  Consequently, when he approached me on his way out I wasn't surprised, but I didn't let on., He was writing a special Sunday piece on...?, ...cigarette girls... And naturally -, You were thrilled to be interviewed.  Were you ""interviewed""?, In his apartment -, And where was his wife?, I don't know - it's a big apartment. But I wasn't interviewed.  In fact, I was totally unprepared for what happened., We're old friends, Chickie - quit it!  A big columnist comes in this room, without his ball-and-chain and you make like a delicatessen counter!  What did you think would happen in his house?, But, Sidney darling, the man must be out of his mind - it was only eleven o'clock in the morning!, ",sweet smell of success,m546,1957,"['drama', 'film-noir']",formal
